D,M,sigma_ku,sigma_ka,sigma_w
92,0.00382728,1.831053e-07,4.27383e-11,1.214021e-09,1.253693e-08
93,0.003951727,1.64742e-07,2.607679e-11,9.342729e-10,1.502693e-08
94,0.003785815,1.3705029999999998e-07,2.115749e-11,6.683671e-10,1.5402829999999997e-09
95,0.003660831,1.45792e-07,3.003196e-11,1.198009e-09,2.825009e-08
96,0.003820321,1.674408e-07,3.355202e-11,9.834809e-10,9.329038e-10
97,0.003920951,8.430707e-08,9.56082e-12,3.596188e-10,3.58953e-09
98,0.003624472,1.827533e-07,3.80154e-11,1.2514529999999998e-09,1.147462e-09
99,0.003821257,1.1862830000000001e-07,1.5493729999999998e-11,5.67212e-10,4.215558e-09
100,0.004024244000000001,1.617499e-07,3.125091e-11,1.029739e-09,5.987155e-09
101,0.004050187,1.0173169999999998e-07,1.17554e-11,4.733796e-10,7.638155e-09
102,0.004108196,1.156362e-07,1.706942e-11,6.671121e-10,7.236518e-09
103,0.004205431,1.450293e-07,2.881758e-11,1.231913e-09,3.017846e-08
104,0.004124982,1.8222529999999998e-07,3.065386e-11,5.946821e-10,2.6678950000000003e-09
105,0.004182527,1.64742e-07,2.9435590000000004e-11,1.0378339999999997e-09,7.020611e-09
106,0.00401311,1.0055830000000001e-07,1.436164e-11,6.600186e-10,2.6404040000000002e-08
107,0.004068292,1.922577e-07,3.959069e-11,1.368848e-09,9.268101000000001e-09
108,0.004220759,1.6972879999999999e-07,3.157179e-11,9.85646e-10,1.6509649999999998e-09
109,0.004072468,1.1205739999999999e-07,1.622037e-11,6.040085e-10,5.437281e-09
110,0.004486873,1.92551e-07,4.7268940000000004e-11,1.3169890000000001e-09,2.936509e-10
111,0.004724475,3.330041e-07,1.043987e-10,1.4772340000000001e-09,3.271428e-09
112,0.00475539,2.5808410000000004e-07,6.005499e-11,1.000662e-09,5.7726260000000005e-09
113,0.004482365,1.9390039999999998e-07,2.9317009999999995e-11,4.40851e-10,2.068867e-09
114,0.004596765,2.667084e-07,7.707212e-11,1.945473e-09,2.8516720000000003e-08
115,0.0044802520000000005,1.844547e-07,3.349021e-11,9.004937e-10,1.245396e-09
116,0.004453434,1.497814e-07,2.9809559999999996e-11,1.130116e-09,1.1685870000000001e-08
117,0.004754279,2.455289e-07,7.201523e-11,1.8070229999999997e-09,4.583064000000001e-09
118,0.004681197,3.151101e-07,1.04491e-10,2.977155e-09,1.010802e-09
119,0.004589462,1.623366e-07,2.94915e-11,8.152498e-10,2.92609e-09
120,0.004997949000000001,2.893545e-07,7.69849e-11,1.5350150000000002e-09,4.981403e-11
121,0.004921147,1.750677e-07,3.441599e-11,1.0887249999999999e-09,1.1416759999999999e-08
122,0.005115756,2.5773199999999997e-07,9.398148000000001e-11,3.2281729999999997e-09,1.143877e-08
123,0.005122076,2.722819e-07,7.177969e-11,1.7594370000000002e-09,4.595129e-09
124,0.005010294,3.335321e-07,1.010429e-10,9.282545e-10,3.674266e-10
125,0.00502107,3.3394280000000003e-07,1.367298e-10,3.090981e-09,8.58623e-10
126,0.004953263,2.75626e-07,8.401495e-11,2.6229179999999996e-09,6.136597e-09
127,0.0050018829999999995,3.0396309999999995e-07,8.558185e-11,1.72219e-09,3.3641500000000002e-09
128,0.005068202,3.6714940000000005e-07,1.320527e-10,2.0540529999999997e-09,1.3424799999999999e-08
129,0.004951537,1.812279e-07,2.926215e-11,9.667574e-10,3.869577e-09
130,0.005477794,1.7612370000000002e-07,4.284393e-11,1.6094800000000001e-09,1.396533e-08
131,0.005491898,2.5591329999999997e-07,5.978492e-11,2.1281950000000002e-09,2.255824e-08
132,0.005455533,2.64831e-07,7.960773e-11,2.20346e-09,1.555021e-09
133,0.005460972,4.898845e-07,2.071542e-10,3.0974299999999997e-09,7.038166999999999e-09
134,0.005351572,2.424782e-07,6.84733e-11,1.597976e-09,3.890658e-09
135,0.005447692,2.6219090000000003e-07,6.3861e-11,1.091271e-09,1.462621e-09
136,0.005286041,3.042564e-07,8.332530999999999e-11,9.343002e-10,4.573475999999999e-09
137,0.005237397,3.7049349999999997e-07,1.187306e-10,1.096488e-09,1.7483679999999998e-09
138,0.005383744,2.2552289999999998e-07,5.296426e-11,1.3577360000000003e-09,1.820441e-08
139,0.005512999,3.1346740000000006e-07,1.100591e-10,3.318558e-09,1.771369e-08
140,0.0059400009999999994,3.4690860000000003e-07,1.236934e-10,2.091982e-09,5.811982e-09
141,0.005973913000000001,3.478473e-07,1.150297e-10,2.738486e-09,1.055893e-08
142,0.00588635,2.5080909999999997e-07,6.053773e-11,1.4391379999999998e-09,7.921696999999999e-09
143,0.005746698000000001,3.275479e-07,9.217204e-11,1.274781e-09,1.069425e-08
144,0.0058768480000000005,2.942827e-07,9.128169e-11,2.599694e-09,4.071603e-09
145,0.005918716,4.383146e-07,1.816875e-10,2.6775740000000003e-09,1.7133770000000003e-08
146,0.00568821,3.5805570000000004e-07,1.31102e-10,2.7514149999999996e-09,5.0058389999999994e-09
147,0.005971071,1.8075860000000002e-07,5.09795e-11,1.888746e-09,1.57689e-08
148,0.005938474,3.0102959999999997e-07,1.019512e-10,2.8643020000000004e-09,1.5491030000000002e-08
149,0.005951135,4.1314570000000004e-07,1.610833e-10,1.8467629999999999e-09,6.0201830000000016e-09
150,0.006318323000000001,4.789721e-07,2.500577e-10,4.133456e-09,6.174845e-09
151,0.006376434,3.554743e-07,1.591241e-10,3.2444240000000003e-09,8.155441e-09
152,0.0063100230000000005,3.240865e-07,1.164897e-10,2.3224389999999998e-09,1.578034e-08
153,0.006317061,2.652416e-07,7.154865e-11,2.189326e-09,1.056651e-08
154,0.006386861999999999,4.2053800000000003e-07,2.152206e-10,6.621916e-09,3.439555e-08
155,0.006087704,3.0144029999999995e-07,8.777483000000001e-11,1.902985e-09,1.7799759999999997e-08
156,0.006004789,3.9155559999999997e-07,1.5788e-10,2.7239999999999997e-09,7.0477900000000005e-09
157,0.006296611,3.4931399999999995e-07,1.079085e-10,1.3783420000000002e-09,1.7954689999999998e-08
158,0.006135375,3.9272890000000003e-07,1.440533e-10,3.27745e-09,6.428492e-10
159,0.00629747,3.763017e-07,1.587724e-10,2.716292e-09,1.158251e-10
160,0.006767734,4.0634009999999996e-07,1.594521e-10,1.548289e-09,1.687165e-08
161,0.006653396999999999,4.49227e-07,1.716855e-10,1.05832e-09,2.046189e-10
162,0.0067767209999999994,5.971897e-07,3.001145e-10,2.7279890000000003e-09,1.6362689999999999e-09
163,0.006719251999999999,3.8140590000000003e-07,1.487192e-10,1.4797910000000002e-09,7.525312e-09
164,0.006526476,6.972787e-07,4.062874e-10,1.2865499999999999e-09,3.460953e-09
165,0.006563653000000001,4.510457e-07,1.903206e-10,1.524444e-09,1.572622e-08
166,0.006779086,3.7594970000000005e-07,1.278714e-10,1.524616e-09,7.797054e-10
167,0.006783412,3.4180440000000003e-07,1.097438e-10,2.569417e-09,3.434212e-10
168,0.006784999,6.712884e-07,4.541466e-10,3.8906459999999996e-09,4.80361e-09
169,0.006475403,4.203033e-07,1.654419e-10,2.1480720000000002e-09,1.1892730000000001e-08
170,0.007122914,4.838416e-07,2.481503e-10,6.202289000000001e-09,2.4993819999999998e-08
171,0.0071611240000000005,5.21683e-07,3.123225e-10,5.033064e-09,1.0014309999999999e-08
172,0.006992722,5.984804e-07,2.869771e-10,1.324152e-09,1.284133e-08
173,0.007182698,6.297509e-07,3.79597e-10,3.845597e-09,1.867666e-08
174,0.007095061,5.795891e-07,2.432086e-10,7.367894e-10,3.266719e-08
175,0.007044484,3.9184890000000004e-07,1.16935e-10,3.4041650000000003e-09,6.783952e-09
176,0.0068615,4.792068e-07,2.037977e-10,2.2562929999999996e-09,1.293908e-08
177,0.006877772,6.366151e-07,3.431152e-10,3.2070540000000005e-09,4.143809e-08
178,0.007106006,4.617821e-07,2.162161e-10,2.7770139999999997e-09,2.041412e-09
179,0.00719945,4.590247e-07,2.369989e-10,3.1064369999999997e-09,2.7504409999999998e-08
180,0.0073177730000000005,5.181042000000001e-07,2.541763e-10,5.349939e-09,9.937396e-10
181,0.007268981,4.672383e-07,2.458371e-10,6.399840999999999e-09,7.656584e-08
182,0.007532919,4.809082e-07,1.923065e-10,3.966632e-09,4.770905e-09
183,0.0075561180000000006,3.594637e-07,1.505533e-10,2.438245e-09,3.477847e-10
184,0.007564252,5.941975999999999e-07,3.345202e-10,1.915814e-09,1.717889e-09
185,0.007568266,6.546264999999999e-07,4.109004e-10,5.789956000000001e-09,3.12745e-08
186,0.007417913000000001,4.678837e-07,2.1726e-10,2.4797159999999998e-09,7.772834e-09
187,0.007342896,5.311873000000001e-07,2.925591e-10,5.065933999999999e-09,3.985791e-08
188,0.007381899,4.4341879999999997e-07,1.767375e-10,4.136369000000001e-09,4.658367e-10
189,0.007234776,5.179282e-07,2.617208e-10,3.853624e-09,3.5923790000000004e-08
190,0.0076488780000000004,6.678856000000001e-07,4.012099e-10,4.476807e-09,4.436874e-09
191,0.007690958,4.814362e-07,2.147028e-10,2.2018859999999997e-09,1.6285659999999999e-09
192,0.0077926490000000005,4.58966e-07,2.350185e-10,4.177572e-09,1.60983e-08
193,0.007872482,4.5362720000000003e-07,1.678642e-10,2.2947790000000003e-09,4.6197340000000006e-09
194,0.007869483,5.066637999999999e-07,1.90126e-10,1.0751689999999998e-09,9.677121999999999e-09
195,0.007874601,5.67562e-07,2.611495e-10,1.04395e-09,1.227031e-09
196,0.007914312,9.654538e-07,8.17347e-10,5.219159999999999e-09,6.514998e-08
197,0.007756683,4.332104e-07,2.080384e-10,4.233874e-09,6.061595999999999e-09
198,0.007619452,4.813188e-07,2.562858e-10,5.868529999999999e-09,4.601463e-09
199,0.007611683,1.047062e-06,7.233614e-10,4.685765e-09,8.547134e-09
200,0.00809613,4.4341879999999997e-07,1.806153e-10,3.3298690000000003e-09,6.38707e-09
201,0.008237658,4.3796259999999994e-07,1.539189e-10,2.3693270000000004e-09,4.848547e-10
202,0.008356249,5.709061e-07,3.429057e-10,7.480761e-09,3.4937590000000002e-09
203,0.008382506,5.69322e-07,3.288558e-10,5.848894e-09,3.565035e-08
204,0.008378921,5.536575e-07,3.071593e-10,4.371348e-09,1.5484770000000002e-08
205,0.008238294,7.550088000000001e-07,4.260509e-10,2.462177e-10,3.1776700000000003e-09
206,0.008085813,4.805560999999999e-07,2.56487e-10,5.7721980000000006e-09,6.171369999999999e-08
207,0.008159309,1.001535e-06,6.767297e-10,6.766914e-10,7.805917e-08
208,0.008250619,9.980736e-07,8.908827e-10,3.120136e-09,9.034822e-09
209,0.008106539,4.195993e-07,1.827813e-10,5.202534000000001e-09,7.40484e-09
210,0.008590836,6.111529e-07,3.707184e-10,4.103183e-09,1.549088e-08
211,0.008577915,3.914969e-07,1.440606e-10,4.216714e-09,8.247616e-09
212,0.008536682,8.012985e-07,7.147136e-10,1.3316860000000001e-08,1.439738e-08
213,0.008411072,6.86249e-07,4.19685e-10,4.756503e-10,4.385074999999999e-08
214,0.008608127,8.773331999999999e-07,6.401982e-10,5.1165349999999994e-09,1.109637e-07
215,0.008476601,1.125444e-06,9.000731e-10,6.846852e-09,1.242284e-08
216,0.008477945,8.128561999999999e-07,3.787011e-10,6.048071e-10,7.628643e-09
217,0.008738961,5.846346e-07,2.862243e-10,3.768513e-09,5.357875e-10
218,0.00851139,8.439506999999999e-07,6.721764e-10,1.1757809999999999e-08,6.616284e-08
219,0.008648655,8.26174e-07,4.976904e-10,1.03482e-09,4.801777e-09
220,0.00913337,1.11811e-06,8.588007e-10,8.940406999999998e-09,5.462833e-10
221,0.009174436,9.479118000000001e-07,5.459105e-10,9.533231e-10,8.854277e-09
222,0.008896039,8.714076999999999e-07,4.873065e-10,3.90874e-10,5.002098e-08
223,0.009045865,4.6987840000000004e-07,1.839642e-10,2.115739e-09,3.88902e-09
224,0.009012995,8.186643999999999e-07,6.284685e-10,8.735953000000001e-09,2.578452e-09
225,0.009088697,1.229405e-06,8.87236e-10,1.3008319999999998e-09,1.0706719999999998e-08
226,0.009059978,6.12913e-07,2.62411e-10,1.862385e-09,1.8396130000000003e-08
227,0.009124588000000001,9.526640000000001e-07,6.351154e-10,8.693046999999999e-09,1.10085e-08
228,0.009160965,4.353812e-07,2.457894e-10,6.356914e-09,1.24379e-08
229,0.009137819,7.287838000000001e-07,5.116896e-10,8.027204000000002e-09,4.141886e-11
230,0.009350192,1.1644580000000001e-06,1.136724e-09,6.535305e-09,1.576876e-08
231,0.009231561,6.980414000000001e-07,3.893812e-10,3.3841929999999998e-09,2.921561e-08
232,0.009382314000000001,6.555651999999999e-07,4.424202e-10,5.715095999999999e-09,7.759972999999999e-08
233,0.009371961,1.73777e-06,1.6738529999999999e-09,9.143436e-10,4.0383370000000004e-08
234,0.00951256,1.322277e-06,1.24109e-09,1.109857e-09,3.487059e-08
235,0.009281493,1.1128879999999998e-06,8.354332e-10,9.051511e-09,1.2456969999999999e-08
236,0.009254941,1.082439e-06,1.0311689999999998e-09,6.533314e-09,8.35157e-09
237,0.009447154000000001,5.778877e-07,2.806064e-10,2.6503509999999995e-09,6.92795e-08
238,0.009272551,5.179282e-07,2.770699e-10,6.087826999999999e-09,8.646257e-09
239,0.009570138,5.621058000000001e-07,1.883302e-10,9.616949e-10,1.562247e-09
240,0.009699973,1.12562e-06,9.034112e-10,6.014989e-09,9.575455e-08
241,0.009762791,1.409166e-06,1.361019e-09,2.8517070000000006e-09,2.736602e-09
242,0.009807757,1.315941e-06,1.1787609999999999e-09,6.164672e-09,4.155646e-09
243,0.0098904,1.482678e-06,1.385761e-09,7.096518000000001e-11,9.068975e-09
244,0.009614611,6.882437000000001e-07,5.56398e-10,1.1046639999999999e-08,1.2359919999999998e-07
245,0.009634735,7.408109e-07,3.655288e-10,4.331957999999999e-09,1.0069219999999998e-08
246,0.009774386,8.413105999999999e-07,6.498254e-10,6.398394e-09,4.3892249999999994e-08
247,0.009783046,1.4903639999999998e-06,1.5753159999999999e-09,7.362916000000001e-09,6.926269e-08
248,0.009777872,8.574445e-07,5.850177e-10,5.4957780000000004e-09,7.349935e-08
249,0.009674106,9.859292e-07,8.65192e-10,4.624837e-09,7.909574e-08
250,0.01005747,1.151962e-06,1.0571989999999997e-09,3.654697e-09,1.637425e-08
251,0.01005992,1.103325e-06,9.09211e-10,2.7834200000000003e-09,2.4222290000000003e-08
252,0.01036596,1.181883e-06,1.210124e-09,1.476825e-08,2.677968e-08
253,0.01033706,8.767465e-07,6.70745e-10,3.929779e-09,9.190999e-10
254,0.01000915,1.258328e-06,1.0611030000000001e-09,2.891775e-10,4.768572e-08
255,0.0103742,1.6745840000000002e-06,1.2045899999999999e-09,5.515504e-10,1.4039420000000002e-07
256,0.01014362,8.954031999999999e-07,4.443629e-10,3.242292e-10,1.4957850000000002e-08
257,0.01002123,1.52005e-06,1.6662699999999999e-09,2.8307209999999994e-09,4.878538e-08
258,0.01015573,1.365575e-06,8.336969e-10,3.867656e-09,9.187661e-09
259,0.01017531,7.423363e-07,6.301956e-10,1.597945e-08,2.3914849999999998e-08
260,0.01073003,1.330667e-06,1.225248e-09,2.4692310000000005e-09,2.7664459999999997e-08
261,0.01053722,1.6413769999999999e-06,1.512828e-09,9.116448000000001e-09,1.159519e-08
262,0.01077087,1.0860769999999999e-06,7.244168e-10,5.099802e-10,1.9010659999999998e-08
263,0.01061061,1.383117e-06,1.173412e-09,1.1821089999999999e-09,9.839781e-08
264,0.0105287,1.465605e-06,9.187784e-10,3.0901250000000004e-09,2.5398080000000003e-08
265,0.0104034,1.138937e-06,9.006544e-10,3.0063249999999995e-09,2.361423e-08
266,0.01066235,9.817636999999999e-07,7.94765e-10,7.510143e-09,2.095214e-08
267,0.01062652,1.038496e-06,8.013554e-10,4.196354e-09,2.6225099999999997e-08
268,0.01077704,1.419492e-06,1.1288310000000002e-09,1.198613e-09,5.756796e-08
269,0.01073401,1.531021e-06,1.061163e-09,1.018561e-10,4.422485e-09
270,0.01088167,1.346156e-06,1.6414020000000002e-09,8.192489e-09,3.083481e-08
271,0.01101208,1.959655e-06,2.2484459999999996e-09,7.601243000000001e-09,2.3994590000000002e-08
272,0.01108028,1.3737299999999998e-06,1.176981e-09,7.730231e-10,2.5872869999999998e-08
273,0.01097706,8.453001e-07,6.733838e-10,1.015682e-08,7.715254e-09
274,0.01094881,1.40547e-06,1.283002e-09,5.712019e-09,5.591411e-08
275,0.01081441,1.179478e-06,1.161878e-09,4.90849e-09,3.5230330000000004e-08
276,0.01105742,8.289901e-07,6.469981e-10,9.001114e-09,1.055393e-08
277,0.01098764,1.117406e-06,6.51007e-10,2.3206460000000002e-09,5.3439449999999996e-09
278,0.01114044,1.520871e-06,1.455871e-09,7.739936e-09,4.131051e-08
279,0.01087852,9.982496e-07,8.408392e-10,6.153746e-09,2.458552e-10
280,0.01129882,1.761472e-06,2.4830349999999998e-09,8.096706999999999e-09,5.904675e-08
281,0.01138887,1.358945e-06,1.688302e-09,1.818277e-08,9.648381e-08
282,0.01151275,1.313477e-06,1.5836729999999999e-09,6.005009e-09,5.173495e-08
283,0.01145564,1.0563899999999999e-06,8.703579e-10,3.708767e-09,4.318906e-08
284,0.01141677,1.270473e-06,6.619878e-10,1.0117120000000002e-08,6.532507e-08
285,0.01125423,1.198604e-06,9.12438e-10,4.0348270000000005e-09,2.330087e-08
286,0.01156297,1.6339850000000002e-06,1.577914e-09,1.3327560000000002e-09,2.7689819999999997e-08
287,0.01138923,1.4287610000000002e-06,8.009929e-10,1.872215e-09,5.4558319999999996e-09
288,0.01150977,1.4688319999999998e-06,1.3287599999999999e-09,1.2641620000000001e-09,9.856189e-08
289,0.01152487,1.7803049999999998e-06,2.388415e-09,6.904394e-09,1.193083e-07
290,0.01168008,1.316704e-06,1.5448879999999998e-09,9.590874000000001e-09,6.984668e-09
291,0.0116317,1.608816e-06,1.686442e-09,6.783433000000001e-09,1.580005e-08
292,0.01164375,1.523981e-06,9.65991e-10,3.8322499999999995e-09,4.2015730000000004e-08
293,0.01184032,1.440906e-06,1.434031e-09,8.210476e-10,2.6253849999999997e-08
294,0.01162772,1.620022e-06,1.276075e-09,4.527523e-09,1.692638e-08
295,0.01193543,1.536947e-06,9.601542e-10,7.994269e-10,7.273282000000002e-08
296,0.01168854,1.7287940000000001e-06,1.1718820000000001e-09,4.249473e-10,2.379233e-08
297,0.01166927,1.393384e-06,1.4662750000000003e-09,5.993864000000001e-09,1.883921e-07
298,0.01175695,1.5857589999999998e-06,9.812939e-10,9.792128e-09,5.77278e-08
299,0.01166824,1.374141e-06,1.6858960000000001e-09,1.271379e-08,1.771641e-08
300,0.01224119,1.111891e-06,8.975035e-10,9.429635e-09,9.721625999999999e-08
301,0.01203407,1.627707e-06,1.196844e-09,1.437868e-09,3.987035e-08
302,0.01216884,1.6378569999999999e-06,1.646609e-09,5.56492e-09,2.8182080000000003e-08
303,0.0123612,1.873119e-06,1.2546640000000001e-09,1.085324e-08,1.47843e-08
304,0.01231322,1.055745e-06,1.1314629999999999e-09,1.7360099999999997e-08,5.351430000000001e-08
305,0.01231935,2.348277e-06,2.5611639999999995e-09,1.652013e-08,7.715951e-08
306,0.01207323,1.605706e-06,2.170587e-09,1.662632e-08,8.812709e-08
307,0.01207797,1.693768e-06,1.218614e-09,2.5653870000000003e-09,1.187958e-07
308,0.01204343,1.747333e-06,9.447326e-10,1.333422e-08,2.9440430000000002e-08
309,0.01207329,1.5972579999999998e-06,1.9534319999999998e-09,7.859606e-09,9.761061999999998e-08
